date,stock_code,action,shares,price,value,commission,portfolio_value_before,position_mode
2020-12-18,605151.SH,BUY,1100,25.1468,27661.48,55.323,14509955.81,fixed
2020-12-18,605376.SH,BUY,900,34.533,31079.71,62.1594,14506537.58,fixed
2020-12-18,003025.SZ,BUY,2500,12.9846,32461.52,64.923,14505155.77,fixed
2020-12-18,605058.SH,BUY,1200,24.6036,29524.35,59.0487,14508092.94,fixed
2020-12-18,605299.SH,BUY,2600,12.3224,32038.22,64.0764,14505579.07,fixed
2020-12-18,600685.SH,BUY,1200,23.2894,27947.23,55.8945,14509670.06,fixed
2020-12-18,002607.SZ,BUY,700,39.49,27643.0,55.286,14509974.29,fixed
2020-12-18,300860.SZ,BUY,500,51.7064,25853.21,51.7064,14511764.08,fixed
2020-12-18,600608.SH,BUY,7400,4.034,29851.82,59.7036,14507765.47,fixed
2020-12-18,600995.SH,BUY,3900,7.7273,30136.42,60.2728,14507480.87,fixed
2020-12-18,002264.SZ,BUY,6500,4.5723,29719.66,59.4393,14507897.63,fixed
2020-12-18,000953.SZ,BUY,6500,4.6346,30125.1,60.2502,14507492.2,fixed
2020-12-18,300087.SZ,BUY,2700,10.7819,29111.18,58.2224,14508506.11,fixed
2020-12-18,002765.SZ,BUY,5600,5.2563,29435.44,58.8709,14508181.85,fixed
2020-12-18,000919.SZ,BUY,4200,7.0694,29691.42,59.3828,14507925.87,fixed
2020-12-18,600223.SH,BUY,2700,11.079,29913.43,59.8269,14507703.86,fixed
2020-12-18,002987.SZ,BUY,3300,9.0431,29842.16,59.6843,14507775.13,fixed
2020-12-18,002437.SZ,BUY,9300,3.28,30504.0,61.008,14507113.29,fixed
2020-12-18,300662.SZ,BUY,600,49.7693,29861.56,59.7231,14507755.73,fixed
2020-12-18,300887.SZ,BUY,2300,12.9768,29846.54,59.6931,14507770.75,fixed
2020-12-18,603505.SH,BUY,3900,7.5137,29303.6,58.6072,14508313.69,fixed
2020-12-18,002401.SZ,BUY,2900,10.0742,29215.19,58.4304,14508402.1,fixed
2020-12-18,600822.SH,BUY,2600,11.2612,29279.25,58.5585,14508338.04,fixed
2020-12-18,600486.SH,BUY,300,90.542,27162.6,54.3252,14510454.69,fixed
2020-12-18,605108.SH,BUY,1500,19.1945,28791.79,57.5836,14508825.5,fixed
2020-12-18,003019.SZ,BUY,1200,23.1245,27749.43,55.4989,14509867.86,fixed
2020-12-18,002582.SZ,BUY,3000,9.6511,28953.22,57.9064,14508664.07,fixed
2020-12-18,000576.SZ,BUY,3000,9.8156,29446.93,58.8939,14508170.36,fixed
2020-12-18,302132.SZ,BUY,2100,13.7117,28794.49,57.589,14508822.81,fixed
2021-01-18,000576.SZ,SELL,-3000,10.8561,29446.93,65.1367,14482934.06,fixed
2021-01-18,002401.SZ,SELL,-2900,10.3587,29215.19,60.0807,14482702.32,fixed
2021-01-18,002582.SZ,SELL,-3000,9.2799,28953.22,55.6795,14482440.35,fixed
2021-01-18,002765.SZ,SELL,-5600,4.4335,29435.44,49.6553,14482922.57,fixed
2021-01-18,003020.SZ,SELL,-1600,14.5076,32077.92,46.4242,14485565.05,fixed
2021-01-18,003025.SZ,SELL,-2500,8.5787,32461.52,42.8936,14485948.65,fixed
2021-01-18,300087.SZ,SELL,-2700,13.8178,29111.18,74.6159,14482598.31,fixed
2021-01-18,300860.SZ,SELL,-500,44.9559,25853.21,44.9559,14479340.35,fixed
2021-01-18,300887.SZ,SELL,-7800,13.0718,118384.43,203.9198,14571871.56,fixed
2021-01-18,302132.SZ,SELL,-2100,15.149,28794.49,63.6259,14482281.62,fixed
2021-01-18,600486.SH,SELL,-300,100.8437,27162.6,60.5062,14480649.73,fixed
2021-01-18,600608.SH,SELL,-7400,3.9161,29851.82,57.958,14483338.95,fixed
2021-01-18,600685.SH,SELL,-4500,28.687,116159.34,258.1833,14569646.47,fixed
2021-01-18,600822.SH,SELL,-2600,9.8102,29279.25,51.0129,14482766.38,fixed
2021-01-18,600995.SH,SELL,-3900,7.0676,30136.42,55.1272,14483623.55,fixed
2021-01-18,605151.SH,SELL,-1100,17.4241,27661.48,38.3331,14481148.61,fixed
2021-01-18,605299.SH,SELL,-2600,9.8816,32038.22,51.3844,14485525.35,fixed
2021-01-18,605376.SH,SELL,-900,39.4528,31079.71,71.015,14484566.84,fixed
2021-01-18,003031.SZ,BUY,1600,20.3743,32598.9,65.1978,14420888.23,fixed
2021-01-18,003032.SZ,BUY,1800,17.7489,31948.07,63.8961,14421539.06,fixed
2021-01-18,000953.SZ,BUY,7200,4.1642,29981.95,59.9639,14423505.18,fixed
2021-01-18,605058.SH,BUY,1400,20.229,28320.64,56.6413,14425166.49,fixed
2021-01-18,603729.SH,BUY,2300,12.8754,29613.31,59.2266,14423873.82,fixed
2021-01-18,002681.SZ,BUY,7100,4.3744,31058.03,62.1161,14422429.1,fixed
2021-01-18,002476.SZ,BUY,7500,3.9747,29809.96,59.6199,14423677.17,fixed
2021-01-18,000919.SZ,BUY,4700,6.314,29675.57,59.3511,14423811.57,fixed
2021-01-18,688668.SH,BUY,1600,18.293,29268.85,58.5377,14424218.28,fixed
2021-01-18,002703.SZ,BUY,4500,6.5941,29673.6,59.3472,14423813.53,fixed
2021-01-18,002264.SZ,BUY,7300,4.1081,29989.25,59.9785,14423497.88,fixed
2021-01-18,003030.SZ,BUY,700,38.2149,26750.45,53.5009,14426736.68,fixed
2021-01-18,002100.SZ,BUY,3000,10.0469,30140.84,60.2817,14423346.29,fixed
2021-01-18,600223.SH,BUY,3300,8.8443,29186.19,58.3724,14424300.94,fixed
2021-01-18,002437.SZ,BUY,10000,2.973,29729.7,59.4594,14423757.43,fixed
2021-01-18,003019.SZ,BUY,1600,18.6503,29840.5,59.681,14423646.63,fixed
2021-01-18,300246.SZ,BUY,1700,16.7496,28474.37,56.9487,14425012.76,fixed
2021-01-18,300662.SZ,BUY,600,46.8763,28125.77,56.2515,14425361.36,fixed
2021-01-18,002987.SZ,BUY,3200,9.1545,29294.39,58.5888,14424192.74,fixed
2021-01-18,603505.SH,BUY,3700,8.0915,29938.61,59.8772,14423548.52,fixed
2021-01-18,002607.SZ,BUY,900,32.983,29684.66,59.3693,14423802.48,fixed
2021-01-18,002236.SZ,BUY,1400,20.8002,29120.28,58.2406,14424366.85,fixed
2021-01-18,300462.SZ,BUY,1500,19.4866,29229.89,58.4598,14424257.25,fixed
2021-01-18,002940.SZ,BUY,1800,16.6839,30030.94,60.0619,14423456.19,fixed
2021-01-18,002649.SZ,BUY,3700,8.6687,32074.21,64.1484,14421412.92,fixed
2021-01-18,605108.SH,BUY,1900,15.4568,29367.84,58.7357,14424119.29,fixed
2021-01-18,002298.SZ,BUY,3500,8.4756,29664.56,59.3291,14423822.57,fixed
2021-01-18,002322.SZ,BUY,3500,8.4037,29413.05,58.8261,14424074.08,fixed
2021-01-18,003005.SZ,BUY,1300,22.1869,28842.93,57.6859,14424644.2,fixed
2021-01-18,600664.SH,BUY,10100,2.953,29824.8,59.6496,14423662.34,fixed
2021-02-22,002100.SZ,SELL,-3000,11.7458,30140.84,70.4746,14542358.71,fixed
2021-02-22,002298.SZ,SELL,-3500,8.1498,29664.56,57.0486,14541882.43,fixed
2021-02-22,002322.SZ,SELL,-3500,8.4425,29413.05,59.0974,14541630.91,fixed
2021-02-22,002476.SZ,SELL,-7500,3.8015,29809.96,57.0227,14542027.83,fixed
2021-02-22,002649.SZ,SELL,-3700,8.7064,32074.21,64.4276,14544292.08,fixed
2021-02-22,002681.SZ,SELL,-7100,5.0649,31058.03,71.922,14543275.89,fixed
2021-02-22,002703.SZ,SELL,-4500,5.8564,29673.6,52.7072,14541891.47,fixed
2021-02-22,002940.SZ,SELL,-1800,15.4115,30030.94,55.4814,14542248.81,fixed
2021-02-22,003019.SZ,SELL,-3800,20.0616,88365.91,152.4679,14600583.78,fixed
2021-02-22,003030.SZ,SELL,-700,38.8879,26750.45,54.4431,14538968.32,fixed
2021-02-22,003031.SZ,SELL,-1600,19.2624,32598.9,61.6397,14544816.77,fixed
2021-02-22,003032.SZ,SELL,-1800,25.3587,31948.07,91.2912,14544165.94,fixed
2021-02-22,603729.SH,SELL,-2300,11.8812,29613.31,54.6533,14541831.18,fixed
2021-02-22,605058.SH,SELL,-2600,21.4214,57845.0,111.3915,14570062.87,fixed
2021-02-22,605108.SH,SELL,-3400,16.9692,58159.63,115.3905,14570377.5,fixed
2021-02-22,688668.SH,SELL,-1600,17.6054,29268.85,56.3374,14541486.72,fixed
2021-02-22,003038.SZ,BUY,1600,19.8458,31753.34,63.5067,14480464.52,fixed
2021-02-22,605077.SH,BUY,800,37.4368,29949.43,59.8989,14482268.44,fixed
2021-02-22,600916.SH,BUY,2900,11.0618,32079.14,64.1583,14480138.73,fixed
2021-02-22,605168.SH,BUY,600,46.5038,27902.26,55.8045,14484315.61,fixed
2021-02-22,000953.SZ,BUY,6800,4.4244,30086.06,60.1721,14482131.81,fixed
2021-02-22,300191.SZ,BUY,1500,19.2403,28860.49,57.721,14483357.38,fixed
2021-02-22,002607.SZ,BUY,800,37.5475,30038.01,60.076,14482179.86,fixed
2021-02-22,000919.SZ,BUY,5300,5.5678,29509.55,59.0191,14482708.31,fixed
2021-02-22,300246.SZ,BUY,1800,15.9566,28721.81,57.4436,14483496.06,fixed
2021-02-22,002264.SZ,BUY,7100,4.1772,29658.43,59.3169,14482559.44,fixed
2021-02-22,002987.SZ,BUY,3600,8.1361,29290.08,58.5802,14482927.79,fixed
2021-02-22,002437.SZ,BUY,10800,2.7828,30054.02,60.108,14482163.84,fixed
2021-02-22,002582.SZ,BUY,3600,8.3652,30114.67,60.2293,14482103.2,fixed
2021-02-22,600518.SH,BUY,16400,1.8326,30054.92,60.1098,14482162.95,fixed
2021-02-22,002217.SZ,BUY,20600,1.474,30364.04,60.7281,14481853.83,fixed
2021-02-22,002236.SZ,BUY,1400,21.1174,29564.3,59.1286,14482653.56,fixed
2021-02-22,603505.SH,BUY,3500,8.457,29599.48,59.199,14482618.39,fixed
2021-02-22,605266.SH,BUY,700,37.689,26382.3,52.7646,14485835.57,fixed
2021-02-22,300887.SZ,BUY,2500,11.949,29872.55,59.7451,14482345.32,fixed
2021-02-22,000547.SZ,BUY,1400,20.4676,28654.6,57.3092,14483563.27,fixed
2021-02-22,002432.SZ,BUY,4000,7.4407,29762.81,59.5256,14482455.06,fixed
2021-02-22,300462.SZ,BUY,2000,15.0601,30120.11,60.2402,14482097.76,fixed
2021-02-22,300662.SZ,BUY,500,58.3703,29185.13,58.3703,14483032.74,fixed
2021-02-22,600664.SH,BUY,11200,2.6627,29821.79,59.6436,14482396.08,fixed
2021-02-22,000526.SZ,BUY,600,48.2882,28972.95,57.9459,14483244.92,fixed
2021-02-22,300231.SZ,BUY,4200,7.0834,29750.13,59.5003,14482467.74,fixed
2021-02-22,600998.SH,BUY,5400,5.542,29926.65,59.8533,14482291.22,fixed
2021-02-22,600223.SH,BUY,2200,13.096,28811.21,57.6224,14483406.66,fixed
2021-02-22,002157.SZ,BUY,1700,17.2674,29354.55,58.7091,14482863.32,fixed
2021-02-22,003005.SZ,BUY,1300,21.6678,28168.13,56.3363,14484049.73,fixed
2021-03-22,000547.SZ,SELL,-1400,17.8486,28654.6,49.9759,14432556.96,fixed
2021-03-22,000919.SZ,SELL,-14200,5.7149,88876.54,162.3045,14492778.91,fixed
2021-03-22,002217.SZ,SELL,-20600,1.4,30364.04,57.6797,14434266.41,fixed
2021-03-22,002432.SZ,SELL,-4000,7.506,29762.81,60.0477,14433665.17,fixed
2021-03-22,002437.SZ,SELL,-30100,2.71,90287.72,163.142,14494190.09,fixed
2021-03-22,003005.SZ,SELL,-2600,21.3087,57011.07,110.8055,14460913.43,fixed
2021-03-22,003038.SZ,SELL,-1600,20.5584,31753.34,65.7868,14435655.71,fixed
2021-03-22,300191.SZ,SELL,-1500,18.196,28860.49,54.5879,14432762.85,fixed
2021-03-22,300231.SZ,SELL,-4200,7.3191,29750.13,61.4807,14433652.5,fixed
2021-03-22,300462.SZ,SELL,-3500,14.9711,59350.0,104.7974,14463252.36,fixed
2021-03-22,300662.SZ,SELL,-1700,51.4022,87172.46,174.7673,14491074.83,fixed
2021-03-22,300887.SZ,SELL,-2500,13.931,29872.55,69.6551,14433774.91,fixed
2021-03-22,600223.SH,SELL,-8200,11.1325,87910.83,182.5733,14491813.2,fixed
2021-03-22,600518.SH,SELL,-16400,1.9884,30054.92,65.2196,14433957.29,fixed
2021-03-22,600664.SH,SELL,-21300,2.7972,59646.59,119.1607,14463548.96,fixed
2021-03-22,600916.SH,SELL,-2900,15.7,32079.14,91.0599,14435981.51,fixed
2021-03-22,600998.SH,SELL,-5400,5.7985,29926.65,62.6235,14433829.01,fixed
2021-03-22,603505.SH,SELL,-11100,6.9489,88841.69,154.2663,14492744.06,fixed
2021-03-22,605077.SH,SELL,-800,27.8254,29949.43,44.5206,14433851.79,fixed
2021-03-22,605168.SH,SELL,-600,41.6348,27902.26,49.9617,14431804.62,fixed
2021-03-22,003039.SZ,BUY,1500,20.9574,31436.07,62.8721,14372466.29,fixed
2021-03-22,000526.SZ,BUY,700,39.6997,27789.76,55.5795,14376112.6,fixed
2021-03-22,601929.SH,BUY,16200,1.8418,29837.81,59.6756,14374064.56,fixed
2021-03-22,002607.SZ,BUY,1000,28.7587,28758.73,57.5175,14375143.64,fixed
2021-03-22,688092.SH,BUY,1000,31.3071,31307.13,62.6143,14372595.24,fixed
2021-03-22,605266.SH,BUY,800,35.8551,28684.07,57.3681,14375218.29,fixed
2021-03-22,003020.SZ,BUY,2100,14.2604,29946.93,59.8939,14373955.43,fixed
2021-03-22,603238.SH,BUY,1700,17.1865,29217.01,58.434,14374685.36,fixed
2021-03-22,000895.SZ,BUY,900,30.4504,27405.34,54.8107,14376497.03,fixed
2021-03-22,300246.SZ,BUY,1900,15.3411,29148.16,58.2963,14374754.2,fixed
2021-03-22,605398.SH,BUY,1800,16.1635,29094.29,58.1886,14374808.07,fixed
2021-03-22,002582.SZ,BUY,3700,8.122,30051.43,60.1029,14373850.94,fixed
2021-03-22,002987.SZ,BUY,3500,8.5259,29840.57,59.6811,14374061.79,fixed
2021-03-22,000953.SZ,BUY,5900,5.025,29647.62,59.2952,14374254.75,fixed
2021-03-22,002157.SZ,BUY,1900,15.0687,28630.49,57.261,14375271.88,fixed
2021-03-22,300658.SZ,BUY,2500,11.87,29674.95,59.3499,14374227.41,fixed
2021-03-22,002236.SZ,BUY,1500,18.8973,28345.89,56.6918,14375556.47,fixed
2021-03-22,003019.SZ,BUY,1600,18.7253,29960.43,59.9209,14373941.93,fixed
2021-03-22,603866.SH,BUY,1800,16.6789,30022.05,60.0441,14373880.31,fixed
2021-03-22,002003.SZ,BUY,6900,4.3392,29940.21,59.8804,14373962.15,fixed
2021-03-22,603363.SH,BUY,6700,4.4509,29820.81,59.6416,14374081.56,fixed
2021-03-22,300628.SZ,BUY,700,41.3705,28959.32,57.9186,14374943.05,fixed
2021-03-22,002264.SZ,BUY,7100,4.197,29798.66,59.5973,14374103.7,fixed
2021-03-22,600685.SH,BUY,1200,23.2698,27923.76,55.8475,14375978.6,fixed
2021-03-22,002832.SZ,BUY,1700,17.1704,29189.72,58.3794,14374712.65,fixed
2021-03-22,600729.SH,BUY,1500,19.6651,29497.59,58.9952,14374404.78,fixed
2021-03-22,000922.SZ,BUY,3500,8.4582,29603.87,59.2077,14374298.5,fixed
2021-03-22,600064.SH,BUY,5300,5.573,29536.89,59.0738,14374365.48,fixed
2021-03-22,002932.SZ,BUY,1700,17.1312,29123.05,58.2461,14374779.31,fixed
2021-03-22,002401.SZ,BUY,3100,9.6598,29945.25,59.8905,14373957.11,fixed
2021-04-20,000922.SZ,SELL,-3500,7.6825,29603.87,53.7773,14456889.04,fixed
2021-04-20,002236.SZ,SELL,-4300,22.5171,87030.48,193.6471,14514315.66,fixed
2021-04-20,002264.SZ,SELL,-28000,4.4646,119166.01,250.0156,14546451.19,fixed
2021-04-20,002832.SZ,SELL,-1700,17.26,29189.72,58.6841,14456474.9,fixed
2021-04-20,002932.SZ,SELL,-1700,22.3082,29123.05,75.8479,14456408.23,fixed
2021-04-20,003019.SZ,SELL,-1600,19.6535,29960.43,62.8913,14457245.61,fixed
2021-04-20,003020.SZ,SELL,-2100,16.2786,29946.93,68.3703,14457232.11,fixed
2021-04-20,003039.SZ,SELL,-1500,43.6893,31436.07,131.0678,14458721.25,fixed
2021-04-20,300628.SZ,SELL,-700,43.6287,28959.32,61.0801,14456244.5,fixed
2021-04-20,300658.SZ,SELL,-2500,12.7026,29674.95,63.5128,14456960.13,fixed
2021-04-20,600064.SH,SELL,-5300,5.4188,29536.89,57.4396,14456822.07,fixed
2021-04-20,600685.SH,SELL,-1200,25.0675,27923.76,60.162,14455208.94,fixed
2021-04-20,603238.SH,SELL,-1700,17.2458,29217.01,58.6359,14456502.19,fixed
2021-04-20,603866.SH,SELL,-1800,18.1185,30022.05,65.2266,14457307.23,fixed
2021-04-20,605266.SH,SELL,-1500,39.4965,55066.37,118.4896,14482351.55,fixed
2021-04-20,605398.SH,SELL,-1800,17.6685,29094.29,63.6067,14456379.47,fixed
2021-04-20,688092.SH,SELL,-1000,23.5506,31307.13,47.1012,14458592.31,fixed
2021-04-20,003043.SZ,BUY,600,46.7689,28061.36,56.1227,14399223.82,fixed
2021-04-20,000895.SZ,BUY,1000,29.3318,29331.76,58.6635,14397953.42,fixed
2021-04-20,600729.SH,BUY,1400,20.8569,29199.64,58.3993,14398085.54,fixed
2021-04-20,601929.SH,BUY,15700,1.9019,29859.83,59.7197,14397425.35,fixed
2021-04-20,300043.SZ,BUY,8700,3.4262,29807.81,59.6156,14397477.37,fixed
2021-04-20,300973.SZ,BUY,200,103.0139,20602.78,41.2056,14406682.4,fixed
2021-04-20,300148.SZ,BUY,9200,3.2532,29929.9,59.8598,14397355.28,fixed
2021-04-20,000526.SZ,BUY,800,37.7877,30230.2,60.4604,14397054.98,fixed
2021-04-20,002513.SZ,BUY,6400,4.6647,29853.82,59.7076,14397431.35,fixed
2021-04-20,002607.SZ,BUY,1100,25.7257,28298.27,56.5965,14398986.91,fixed
2021-04-20,002437.SZ,BUY,11200,2.6627,29821.79,59.6436,14397463.38,fixed
2021-04-20,002157.SZ,BUY,2300,12.9837,29862.52,59.725,14397422.66,fixed
2021-04-20,002582.SZ,BUY,3600,8.2131,29567.13,59.1343,14397718.05,fixed
2021-04-20,300003.SZ,BUY,1100,25.8403,28424.3,56.8486,14398860.88,fixed
2021-04-20,300246.SZ,BUY,2000,14.5417,29083.45,58.1669,14398201.73,fixed
2021-04-20,603886.SH,BUY,2200,13.7778,30311.06,60.6221,14396974.12,fixed
2021-04-20,688668.SH,BUY,1500,18.6293,27943.95,55.8879,14399341.23,fixed
2021-04-20,002749.SZ,BUY,3500,8.5451,29907.86,59.8157,14397377.32,fixed
2021-04-20,300286.SZ,BUY,2200,13.2976,29254.62,58.5092,14398030.56,fixed
2021-04-20,000953.SZ,BUY,6200,4.7748,29603.57,59.2071,14397681.6,fixed
2021-04-20,002401.SZ,BUY,2900,10.0264,29076.51,58.153,14398208.67,fixed
2021-04-20,002131.SZ,BUY,11400,2.6365,30056.11,60.1122,14397229.06,fixed
2021-04-20,603327.SH,BUY,4900,6.0197,29496.63,58.9933,14397788.54,fixed
2021-04-20,002955.SZ,BUY,1500,18.689,28033.51,56.067,14399251.67,fixed
2021-04-20,603363.SH,BUY,6800,4.362,29661.92,59.3238,14397623.26,fixed
2021-04-20,300131.SZ,BUY,3700,8.0581,29814.79,59.6296,14397470.39,fixed
2021-04-20,002003.SZ,BUY,6900,4.3392,29940.21,59.8804,14397344.96,fixed
2021-04-20,002987.SZ,BUY,3100,9.4131,29180.7,58.3614,14398104.47,fixed
2021-04-20,300662.SZ,BUY,500,54.3098,27154.9,54.3098,14400130.28,fixed
2021-04-20,600757.SH,BUY,7000,4.3023,30116.04,60.2321,14397169.14,fixed
2021-05-21,000526.SZ,SELL,-2100,30.7093,86992.91,128.9789,14460079.66,fixed
2021-05-21,000895.SZ,SELL,-1900,28.4101,56737.1,107.9584,14429823.85,fixed
2021-05-21,002003.SZ,SELL,-13800,4.6631,59880.43,128.7025,14432967.18,fixed
2021-05-21,002131.SZ,SELL,-11400,2.2294,30056.11,50.8302,14403142.87,fixed
2021-05-21,002157.SZ,SELL,-5900,12.8537,87847.56,151.6739,14460934.31,fixed
2021-05-21,002513.SZ,SELL,-6400,4.4,29853.82,56.32,14402940.58,fixed
2021-05-21,002607.SZ,SELL,-13000,25.5045,400900.97,663.1162,14773987.72,fixed
2021-05-21,002749.SZ,SELL,-3500,8.0592,29907.86,56.4143,14402994.61,fixed
2021-05-21,002955.SZ,SELL,-1500,16.9931,28033.51,50.9792,14401120.26,fixed
2021-05-21,003043.SZ,SELL,-600,37.4309,28061.36,44.9171,14401148.11,fixed
2021-05-21,300003.SZ,SELL,-1100,29.2672,28424.3,64.3878,14401511.06,fixed
2021-05-21,300043.SZ,SELL,-8700,3.1808,29807.81,55.3456,14402894.56,fixed
2021-05-21,300148.SZ,SELL,-9200,3.4066,29929.9,62.6813,14403016.65,fixed
2021-05-21,300286.SZ,SELL,-2200,12.3568,29254.62,54.37,14402341.37,fixed
2021-05-21,300662.SZ,SELL,-500,62.677,27154.9,62.677,14400241.65,fixed
2021-05-21,300973.SZ,SELL,-200,154.4725,20602.78,61.789,14393689.53,fixed
2021-05-21,600729.SH,SELL,-2900,21.7899,58697.22,126.3814,14431783.98,fixed
2021-05-21,600757.SH,SELL,-7000,4.4839,30116.04,62.7739,14403202.79,fixed
2021-05-21,603327.SH,SELL,-4900,5.5607,29496.63,54.4946,14402583.39,fixed
2021-05-21,603363.SH,SELL,-13500,3.5818,59482.73,96.709,14432569.48,fixed
2021-05-21,688668.SH,SELL,-1500,20.6728,27943.95,62.0184,14401030.71,fixed
2021-05-21,605339.SH,BUY,1000,30.7827,30782.73,61.5655,14342304.02,fixed
2021-05-21,001206.SZ,BUY,900,36.4687,32821.81,65.6436,14340264.94,fixed
2021-05-21,605196.SH,BUY,2100,14.7027,30875.76,61.7515,14342210.99,fixed
2021-05-21,001203.SZ,BUY,1100,23.9917,26390.9,52.7818,14346695.86,fixed
2021-05-21,603886.SH,BUY,2100,13.9407,29275.5,58.551,14343811.25,fixed
2021-05-21,601929.SH,BUY,15700,1.9019,29859.83,59.7197,14343226.92,fixed
2021-05-21,000792.SZ,BUY,3300,8.84,29172.0,58.344,14343914.75,fixed
2021-05-21,603301.SH,BUY,700,40.3091,28216.34,56.4327,14344870.42,fixed
2021-05-21,000409.SZ,BUY,6600,4.4244,29201.17,58.4023,14343885.58,fixed
2021-05-21,002437.SZ,BUY,10900,2.75,29975.0,59.95,14343111.75,fixed
2021-05-21,002582.SZ,BUY,3600,8.3099,29915.56,59.8311,14343171.19,fixed
2021-05-21,600906.SH,BUY,2400,13.254,31809.5,63.619,14341277.25,fixed
2021-05-21,688355.SH,BUY,1300,22.7385,29560.06,59.1201,14343526.69,fixed
2021-05-21,300131.SZ,BUY,4600,6.4064,29469.44,58.9389,14343617.31,fixed
2021-05-21,603598.SH,BUY,2800,10.6106,29709.68,59.4194,14343377.07,fixed
2021-05-21,600685.SH,BUY,1500,19.9749,29962.32,59.9246,14343124.44,fixed
2021-05-21,600728.SH,BUY,4700,6.385,30009.43,60.0189,14343077.33,fixed
2021-05-21,002236.SZ,BUY,1400,20.4206,28588.9,57.1778,14344497.85,fixed
2021-05-21,000953.SZ,BUY,5600,5.3153,29765.74,59.5315,14343321.02,fixed
2021-05-21,603568.SH,BUY,1700,17.4415,29650.53,59.3011,14343436.23,fixed
2021-05-21,002942.SZ,BUY,1800,16.1168,29010.2,58.0204,14344076.55,fixed
2021-05-21,002987.SZ,BUY,3500,8.3409,29193.1,58.3862,14343893.66,fixed
2021-05-21,300246.SZ,BUY,2500,11.7565,29391.16,58.7823,14343695.59,fixed
2021-05-21,600651.SH,BUY,9200,3.2432,29837.81,59.6756,14343248.95,fixed
2021-05-21,002264.SZ,BUY,7000,4.276,29931.98,59.864,14343154.78,fixed
2021-05-21,603927.SH,BUY,1800,16.1687,29103.71,58.2074,14343983.05,fixed
2021-05-21,000987.SZ,BUY,4800,6.1233,29391.88,58.7838,14343694.88,fixed
2021-05-21,002401.SZ,BUY,3400,8.807,29943.66,59.8873,14343143.09,fixed
2021-05-21,300481.SZ,BUY,1300,22.4695,29210.39,58.4208,14343876.37,fixed
2021-05-21,002706.SZ,BUY,1400,21.3998,29959.78,59.9196,14343126.97,fixed
2021-06-21,000409.SZ,SELL,-6600,5.2647,29201.17,69.4944,14387549.42,fixed
2021-06-21,000792.SZ,SELL,-3300,8.84,29172.0,58.344,14387520.24,fixed
2021-06-21,000953.SZ,SELL,-38200,4.965,179210.03,379.3283,14537558.27,fixed
2021-06-21,000987.SZ,SELL,-4800,5.9367,29391.88,56.9927,14387740.12,fixed
2021-06-21,001203.SZ,SELL,-1100,18.1052,26390.9,39.8314,14384739.14,fixed
2021-06-21,001206.SZ,SELL,-900,29.7143,32821.81,53.4857,14391170.06,fixed
2021-06-21,002236.SZ,SELL,-1400,19.4814,28588.9,54.5479,14386937.15,fixed
2021-06-21,002264.SZ,SELL,-7000,4.2379,29931.98,59.3304,14388280.22,fixed
2021-06-21,002401.SZ,SELL,-9400,9.3541,88965.43,175.8572,14447313.67,fixed
2021-06-21,002437.SZ,SELL,-22100,2.5474,59796.79,112.5973,14418145.04,fixed
2021-06-21,002706.SZ,SELL,-1400,17.7079,29959.78,49.582,14388308.03,fixed
2021-06-21,002942.SZ,SELL,-1800,15.6419,29010.2,56.3108,14387358.45,fixed
2021-06-21,002987.SZ,SELL,-23300,7.9998,206539.96,372.7888,14564888.2,fixed
2021-06-21,300131.SZ,SELL,-8300,8.02,59284.23,133.132,14417632.47,fixed
2021-06-21,300246.SZ,SELL,-9900,11.752,144818.96,232.689,14503167.2,fixed
2021-06-21,600651.SH,SELL,-9200,3.4166,29837.81,62.8651,14388186.05,fixed
2021-06-21,600685.SH,SELL,-1500,19.6813,29962.32,59.0438,14388310.56,fixed
2021-06-21,600728.SH,SELL,-4700,6.9057,30009.43,64.9137,14388357.67,fixed
2021-06-21,600906.SH,SELL,-2400,15.3894,31809.5,73.869,14390157.75,fixed
2021-06-21,603301.SH,SELL,-700,37.1475,28216.34,52.0066,14386564.58,fixed
2021-06-21,603568.SH,SELL,-1700,15.8676,29650.53,53.9497,14387998.77,fixed
2021-06-21,603598.SH,SELL,-2800,10.7193,29709.68,60.0279,14388057.93,fixed
2021-06-21,603886.SH,SELL,-4300,13.7576,59586.56,118.3153,14417934.8,fixed
2021-06-21,603927.SH,SELL,-1800,19.0176,29103.71,68.4633,14387451.95,fixed
2021-06-21,605196.SH,SELL,-2100,13.2051,30875.76,55.4612,14389224.0,fixed
2021-06-21,605339.SH,SELL,-1000,44.6494,30782.73,89.2987,14389130.98,fixed
2021-06-21,688355.SH,SELL,-1300,24.7586,29560.06,64.3724,14387908.31,fixed
2021-06-21,603529.SH,BUY,1300,25.1622,32710.86,65.4217,14325637.38,fixed
2021-06-21,300972.SZ,BUY,1700,16.9637,28838.3,57.6766,14329509.95,fixed
2021-06-21,600158.SH,BUY,2500,11.8531,29632.69,59.2654,14328715.55,fixed
2021-06-21,600881.SH,BUY,10600,2.8036,29717.67,59.4353,14328630.57,fixed
2021-06-21,002217.SZ,BUY,18900,1.5787,29836.84,59.6737,14328511.4,fixed
2021-06-21,601360.SH,BUY,2500,11.5109,28777.34,57.5547,14329570.91,fixed
2021-06-21,600160.SH,BUY,3500,8.3343,29170.22,58.3404,14329178.02,fixed
