,importance,split
atr20,821.2325315475464,11
ret120,52.99541997909546,9
ret20,520.2371618747711,26
ret20_60,65.42772006988525,13
ret60,67.28280901908875,11
std20,179.01744961738586,15
std60,242.1152515411377,17
volatility_regime,81.9738097190857,10
asset_turnover,6.0500099658966064,2
current_asset_ratio,9.689129829406738,2
current_ratio,4.489339828491211,1
ey,27.144839763641357,7
financial_leverage,3.8967299461364746,1
oper_profit_growth,287.8856725692749,7
opm,0.0,0
pb,127.73560976982117,12
pe,22.50583004951477,4
pe_ratio,0.0,0
profit_growth,7.937219858169556,2
profit_quality,6.6814799308776855,2
ps,66.21757054328918,9
revenue_growth,93.16492938995361,8
roa,15.759220123291016,3
roe,28.002509832382202,5
roe_growth,9.572829961776733,3
