,importance,split
atr20,1851.167645931244,115
ret120,725.4709093570709,71
ret20,708.8710396289825,60
ret20_60,119.17330050468445,14
ret60,541.4807801246643,35
std20,411.43326687812805,38
std60,1828.235785484314,94
volatility_regime,436.7841045856476,26
asset_turnover,435.53886127471924,38
current_asset_ratio,481.18446135520935,44
current_ratio,55.611109495162964,7
ey,311.61887860298157,37
financial_leverage,248.7468295097351,37
oper_profit_growth,1572.8289551734924,49
opm,588.6651859283447,42
pb,977.8997142314911,57
pe,280.93630027770996,35
pe_ratio,95.19180941581726,12
profit_growth,374.4612503051758,36
profit_quality,780.154949426651,58
ps,128.47419095039368,18
revenue_growth,740.4738254547119,47
roa,675.9375538825989,45
roe,590.7854726314545,37
roe_growth,760.885810136795,58
