,importance,split
atr20,2414.1391201019287,23
ret120,2356.7450885772705,21
ret20,3962.80281829834,21
ret20_60,668.8736991882324,12
ret60,1700.0380153656006,18
std20,359.1148052215576,6
std60,3695.7163791656494,16
volatility_regime,2926.372055053711,21
asset_turnover,226.19550323486328,6
current_asset_ratio,2239.6721000671387,4
current_ratio,60.874900817871094,1
ey,1325.3488063812256,12
financial_leverage,4683.4953536987305,12
oper_profit_growth,64.1532974243164,1
opm,138.99969863891602,4
pb,795.5740051269531,14
pe,424.56619453430176,8
pe_ratio,131.33099365234375,1
profit_growth,577.1108093261719,4
profit_quality,365.4589958190918,10
ps,1752.1486988067627,9
revenue_growth,1524.6740283966064,8
roa,32.66270065307617,1
roe,157.72300720214844,1
roe_growth,386.30489921569824,6
