,importance,split
atr20,152.04708671569824,4
ret120,0.0,0
ret20,110.58575868606567,6
ret20_60,4.376450061798096,1
ret60,0.0,0
std20,19.34961986541748,2
std60,64.4623191356659,4
volatility_regime,20.589579582214355,2
asset_turnover,9.521440029144287,2
current_asset_ratio,0.0,0
current_ratio,0.0,0
ey,4.145269870758057,1
financial_leverage,5.536819934844971,1
oper_profit_growth,27.712799072265625,1
opm,0.0,0
pb,258.756516456604,3
pe,0.0,0
pe_ratio,0.0,0
profit_growth,0.0,0
profit_quality,94.92568397521973,3
ps,0.0,0
revenue_growth,0.0,0
roa,0.0,0
roe,0.0,0
roe_growth,0.0,0
